Word,Total,monthValue
alternates,1,-1
islamofacists,1,-1
anti-america muslim,1,-1
joe wurzelbacher,1,-1
fieldstead,1,-1
contemporary american history,1,-1
oobleck election play,1,-1
end of history,1,-1
québécoises,1,-1
sterling,1,-1
col,1,-1
stability operations,1,-1
mccain-cheney,1,-1
voting with the stars !,1,-1
heil mein fuhrer !,1,-1
jew-owned,1,-1
skin flick,1,-1
mamma,1,-1
pantene,1,-1
baba o'riley,1,-1
be the change,1,-1
posted,1,-1
country of origin,1,-1
macadamia,1,-1
born again multilateralist,1,-1
africa american,1,-1
american-immigrant,1,-1
cultural cold war,1,-1
new deal cultural programs,1,-1
high holidays,1,-1
new york-area,1,-1
socialist republic of america,1,-1
soup for yoo,1,-1
kill 'em both !,1,-1
obama-biden democrats,1,-1
dc public schools,1,-1
election picks,1,-1
hot dog day,1,-1
darth vader,1,-1
biden chokes up,1,-1
photoshop,1,-1
medio,1,-1
free sharansky !,1,-1
free mandela !,1,-1
us veterans dispatch,1,-1
delray beach jewish,1,-1
deerfield beach century village,1,-1
hitherto-republican,1,-1
african-american mccains,1,-1
two families named mccain,1,-1
dewolfs,1,-1
kenai lng,1,-1
bradley-wilder effect,1,-1
inauguration day immediately,1,-1
terrorists,1,-1
attorney-spearheaded,1,-1
obama-rama tour,1,-1
two joes,1,-1
blabber,1,-1
time warner summit,1,-1
kyoto accord,1,-1
born alive,1,-1
acid survivors ' foundation,1,-1
khandahar,1,-1
liebowitz,1,-1
killings haunt mexican school children,1,-1
rasputin,1,-1
roundup day,1,-1
san franciscans,1,-1
cnn special,1,-1
information,1,-1
gen infos,1,-1
change america,1,-1
wikipedia world,1,-1
usher,1,-1
god makers,1,-1
birth control pill,1,-1
action league,1,-1
originalists,1,-1
frenchies,1,-1
ruskies,1,-1
sunny day,1,-1
american together,1,-1
guilds,1,-1
marxist mozambican,1,-1
wayne,1,-1
rhodesian,1,-1
russian-related,1,-1
russian-venezuelan,1,-1
world according to,1,-1
campaign idiocy,1,-1
video your vote,1,-1
american southwestern,1,-1
teoc,1,-1
two families named,1,-1
our rich history,1,-1
middle eastern bloggers disgusted,1,-1
yalla vote,1,-1
arab christians,1,-1
lebanese catholics,1,-1
egyptian-based,1,-1
boulder liberal,1,-1
head starters,1,-1
lou,1,-1
starbucks [,1,-1
the league of democracies,1,-1
' league,1,-1
world prayer center international,1,-1
bringing heaven to earth,1,-1
spiritual warfare network,1,-1
the human gps,1,-1
most wanted,1,-1
olympic centennial park bomber,1,-1
flying under the radar,1,-1
lebanese hezbollah,1,-1
iraqi-iranian,1,-1
penny,1,-1
muslim french,1,-1
miss makeover,1,-1
runaway bride,1,-1
italian pajamas,1,-1
special policy advisor,1,-1
georga-lina,1,-1
hexenbischof,1,-1
miss vice presidential,1,-1
nascar america,1,-1
dickies-clad,1,-1
holey ' bible,1,-1
post-goldwater,1,-1
turing test philosophical,1,-1
hp,1,-1
mama,1,-1
nothing !,1,-1
recovering homophobe her,1,-1
bam bam !,1,-1
baddy daddy,1,-1
gerber-green-larimer,1,-1
palin-drome,1,-1
focus americans,1,-1
crooked talk express,1,-1
onward christian soldiers,1,-1
dutch uncle,1,-1
lie express,1,-1
pitt,1,-1
about voter-registration trends,1,-1
not to worry,1,-1
have a surge,1,-1
uss mccain,1,-1
sinner !,1,-1
kick around anymore,1,-1
dayton peace agreement,1,-1
moms,1,-1
highland falls,1,-1
american teen club,1,-1
haiku-like,1,-1
african american obama,1,-1
son of sam,1,-1
gop death list,1,-1
caribou,1,-1
sick,1,-1
mr mccain,1,-1
mrs pantsteppon,1,-1
major turnout,1,-1
salvadoran american,1,-1
presidential contest,1,-1
hang seng,1,-1
rainforest chernobyl,1,-1
democratic life,1,-1
cesear,1,-1
sanctity of marriage,1,-1
otb,1,-1
salafist jihadi,1,-1
hebrew-dl,1,-1
abu al-ghadiyah,1,-1
us aggression against syria,1,-1
gucci,1,-1
the sopranos,1,-1
seltzer,1,-1
demler,1,-1
fraud,1,-1
one stop early voting,1,-1
one-stop early voting-registration,1,-1
tea cup,1,-1
world geography,1,-1
galaxy cinema,1,-1
veteran administration,1,-1
real leadership,1,-1
american dream boy,1,-1
american health culture,1,-1
pennyslvania,1,-1
bush-generated,1,-1
leave all blades behind act,1,-1
saysme,1,-1
poor peoples,1,-1
conga,1,-1
weak mccain,1,-1
rapid domestic response team,1,-1
wealth redistributors !,1,-1
communists !,1,-1
soccer war,1,-1
football war,1,-1
detroiter,1,-1
farce,1,-1
miss kentucky,1,-1
pollkatz,1,-1
american era,1,-1
sabbatis nocte vivo,1,-1
post american world,1,-1
most popular,1,-1
schopenhauer,1,-1
faith-based cruelty,1,-1
some stuff,1,-1
team rove,1,-1
puerto rican catholics,1,-1
naderist,1,-1
naderite,1,-1
ayatollah begs,1,-1
labor unions prolonged,1,-1
saint louis post-dispatch,1,-1
nuclear war films,1,-1
american popular culture,1,-1
america-centered,1,-1
mcconnell ditches debate,1,-1
worst crisis since,1,-1
miss buffalo chip contest,1,-1
pico-robertson,1,-1
democratic national chairman,1,-1
timothy-mcveigh-like,1,-1
qaeda wants republicans,1,-1
cancer-related,1,-1
nobama '08,1,-1
swinging grandma,1,-1
you believe,1,-1
proposition hate,1,-1
mamas for obama,1,-1
iran-first,1,-1
curb your enthusiasm,1,-1
mich,1,-1
wordy shipmates,1,-1
jewish cuban,1,-1
mgm grand casino,1,-1
travelodge,1,-1
anti-democracy,1,-1
aghanistan,1,-1
pentecostalism,1,-1
bundies,1,-1
real halloween horror,1,-1
american classic,1,-1
african american presidential,1,-1
north lawndale,1,-1
governor efficiency,1,-1
blackwell,1,-1
clinton-dole,1,-1
espys,1,-1
espy,1,-1
apathy sucks,1,-1
no ' recalibration,1,-1
hat-tip,1,-1
peace is patriotic,1,-1
discovering patriotism growing,1,-1
new american insurgent,1,-1
man who armed,1,-1
saddam lobbying campaign,1,-1
ayres-dohrn,1,-1
same boards back,1,-1
the houdini of florida,1,-1
punk,1,-1
equal employment act,1,-1
redneck woman,1,-1
double dutch feminist,1,-1
friars club,1,-1
major magazines cover stories monitor,1,-1
american gangster,1,-1
magazine monitor,1,-1
friars,1,-1
podunk,1,-1
voting clerk,1,-1
iraqi-americans,1,-1
ebay,1,-1
baal,1,-1
transformations one,1,-1
third wave series,1,-1
freemasonry,1,-1
economic summit,1,-1
oil prices sliding,1,-1
wave,1,-1
idiot wind,1,-1
tracks,1,-1
habitat division,1,-1
joe the plumber,1,-1
climaticide chronicles,1,1
pikens ' plan,1,1
venezuela-owned,1,1
clinton-haters,1,1
colombian-born,1,1
iran sanctions enabling act,1,1
obama taxometer,1,1
spiritual mapping,1,1
transformations  franchise,1,1
neocharismatic,1,1
old macdonald 's farm,1,1
honorable war hero,1,1
latino protestant,1,1
reublicans,1,1
baghdad boom,1,1
they would feast,1,1
werewolf,1,1
cpk,1,1
arab american republicans,1,1
leninist-leaning,1,1
dragon gore,1,1
dem-deluge,1,1
trotskyite,1,1
disabilities education act,1,1
drc whichever,1,1
inter-congolese dialogue,1,1
old town,1,1
ninety hour rally,1,1
ninety hours,1,1
attacks the,1,1
yes we can phonebank,1,1
last call,1,1
halloween day,1,1
us vietnamese,1,1
economists,1,1
plumber america,1,1
eastern time zone,1,1
grand old pedophiles,1,1
the two petes,1,1
sex al fresco,1,1
family values republican,1,1
sexual predators,1,1
party unity my ass,1,1
lackawanna six,1,1
sequoia advantage,1,1
joe the plumber phenomenon,1,1
keating five scandal,1,1
communist-dominated,1,1
paris peace treaty,1,1
why war is his answer,1,1
internet-connected,1,1
smart women vote obama,1,1
world food organization,1,1
pseudo-british,1,1
bradley effect ?,1,1
african-american democrats,1,1
restore my vote,1,1
african american turnout,1,1
rants,1,1
world serious,1,1
bitches get stuff done,1,1
brazile,1,1
bush-won,1,1
klingon,1,1
election stolen ?,1,1
muslim vote,1,1
world war i admiration,1,1
babe-alonian,1,1
augusta county republican,1,1
peruvian shaman vote,1,1
know-nothing,1,1
twelfth amendment,1,1
loyal bushies,1,1
votefastpass,1,1
your take,1,1
elaine corn,1,1
war message,1,1
woolworths,1,1
halloween spiderman,1,1
god **** america !,1,1
dear barack,1,1
electoral votes,1,1
the great depression,1,1
repo,1,1
middle creek elementary,1,1
western county,1,1
election obsessive compulsive disorder,1,1
truck tour,1,1
american first,1,1
southern-state democratic,1,1
southern-state,1,1
what works,1,1
new math,1,1
world is watching,1,1
stop the war,1,1
peace march,1,1
gallatin county gop,1,1
youts,1,1
grinnell,1,1
adler,1,1
ugg,1,1
beef !,1,1
narnian,1,1
bible spice,1,1
war against cancer,1,1
obama wins,1,1
adamses,1,1
genre,1,1
right on !,1,1
roaring,1,1
words that shook the world,1,1
post-southern strategy,1,1
conservatism isn,1,1
finished,1,1
integral scope mounts,1,1
inaugural special,1,1
target rifle,1,1
pro-choice america,1,1
the day after yesterday,1,1
expanded democratic,1,1
trocadero,1,1
america chooses barack obama,1,1
triumph,1,1
go obama !,1,1
taste of chicago,1,1
colorblind,1,1
forties,1,1
countdown,1,1
hatian,1,1
reagan-ism,1,1
all-time lamest campaign,1,1
mondale,1,1
why obama lost,1,1
arrondissement,1,1
boondocks >,1,1
democratic county chair,1,1
chantilly,1,1
chantilly lace,1,1
hand jobs,1,1
real presidential partisan geography,1,1
democratic domination,1,1
palinites,1,1
the marriage protection amendment,1,1
marry,1,1
influence vote count two,1,1
the latest outrage,1,1
obama-influenced,1,1
central state,1,1
yes we will,1,1
must see tv,1,1
lieutenant governor !!,1,1
love our gov,1,1
saa-raah,1,1
truth rally,1,1
center-right nation watch,1,1
bush lite,1,1
american-israelis,1,1
israeli-pa,1,1
rfi,1,1
wesleyan address,1,1
geoffreys,1,1
democrats-three,1,1
diebold-supplied,1,1
barack obamacom,1,1
anti-equal opportunity,1,1
paycheck deception,1,1
open & clean government,1,1
lazy boy,1,1
lagos-based,1,1
six different ways,1,1
post-bush america,1,1
grafflin,1,1
marriage cases,1,1
us air,1,1
israel-philes,1,1
tour clears just enough,1,1
dummies for dummies,1,1
democratic sec,1,1
khalidi,1,1
posterity,1,1
pro-big labor,1,1
street project,1,1
the audacity of hope,1,1
obamanos !,1,1
first black,1,1
some republicans,1,1
west romanian,1,1
shootin ' shit,1,1
aipac-related,1,1
angie,1,1
black lgbts,1,1
reconstruction league,1,1
curse of ham,1,1
african american freedom,1,1
sexuality,1,1
disinherited,1,1
not natural,1,1
big mama,1,1
faith religion,1,1
judicial branch,1,1
democrats ' achilles,1,1
south republican,1,1
books,1,1
mommies,1,1
one can,1,1
citizen participation,1,1
pullitzer,1,1
federally licensed,1,1
batf,1,1
brookings institution,1,1
dom,1,1
latino pac,1,1
honor pac,1,1
go big,1,1
subaru forester,1,1
lebanese-based,1,1
iran-operated,1,1
scarce,1,1
anti-nazi league,1,1
voting shifts,1,1
rethuglicans,1,1
wallis,1,1
freeper,1,1
ivy league phd,1,1
se puede !,1,1
biden code,1,1
my father,1,1
sin city,1,1
million voices for darfur,1,1
pokharan,1,1
sixpoint,1,1
no you can,1,1
hop obama,1,1
arab-led,1,1
goldwater-esque,1,1
wright words,1,1
all-star,1,1
new blues,1,1
2008 winner 's cup,1,1
way obama,1,1
all-volunteer,1,1
petrus,1,1
a-rod,1,1
oh my goodness,1,1
signature wound,1,1
talking about war,1,1
intertia projector,1,1
around here somewhere,1,1
asset backed credit products,1,1
us establishment,1,1
draconian 1919 versailles treaty,1,1
franco-russian,1,1
western front,1,1
carthaginian peace,1,1
wilt chamberlain-style,1,1
truman-like,1,1
world bank--as,1,1
new mainstream not,1,1
monster years,1,1
obama way,1,1
rumsfeld-style,1,1
youtubers,1,1
pollock,1,1
marriage case,1,1
huxtable-like,1,1
lombardi,1,1
raven v deukmeijan,1,1
african africans,1,1
hip-hop effect,1,1
quicken-style,1,1
fermian,1,1
room of shredders,1,1
terrorizing dissent,1,1
free speech stage,1,1
war on dissent,1,1
automakers,1,1
umbrian,1,1
with world leaders who would,1,1
wilmington,1,1
boycott el coyote,1,1
nobama democrats,1,1
house resolution,1,1
on peace,1,1
trojan women,1,1
democratic southwest,1,1
eastern standard,1,1
bipartisan policy center,1,1
rivals,1,1
rivals ' approach,1,1
un world food program seeking,1,1
sejil,1,1
tongil,1,1
american mulsims,1,1
my korean,1,1
anti-vatican,1,1
the conservative america,1,1
hot rock,1,1
neo-con apocalypse,1,1
birdcage,1,1
democratic-friendly latino,1,1
my way,1,1
russian iron man,1,1
american depression,1,1
peloponnesus,1,1
new york--anderson cooper,1,1
re marriage,1,1
new millennium generation,1,1
international education,1,1
debbie smith act,1,1
baader-madness,1,1
baader-meinhof,1,1
this world,1,1
happy family,1,1
detroit-made,1,1
chinese room,1,1
non-europeans,1,1
colman,1,1
map !,1,1
atf,1,1
levin-shelby,1,1
jefferson-jackson dinner,1,1
holocaust ii,1,1
wire ?,1,1
pregnant again !,1,1
stars have bad hair days too !,1,1
just like us !,1,1
friends say,1,1
the genius cabinet,1,1
provider conscience regulation,1,1
madame secretary,1,1
pottery barn theory,1,1
us air force academy,1,1
jewing,1,1
handmans,1,1
co-jewish,1,1
g1,1,1
canadian gambit,1,1
office materiel,1,1
paper clip clerk,1,1
all american mouse,1,1
la auto show,1,1
photo album,1,1
new life,1,1
argentine madres,1,1
afghani-pakistan,1,1
mercury moms,1,1
us officials,1,1
gulf theater,1,1
gulf war illness,1,1
health-care crisis,1,1
partial birth abortion ban,1,1
himalyas,1,1
pathet lao,1,1
christmas-specific,1,1
next bailout,1,1
north american international auto show,1,1
auto workers,1,1
gm fail,1,1
wayback,1,1
crazy monkey,1,1
great right hope ?,1,1
ford compensator 350,1,1
wasilla wal-mart,1,1
alaskan spirit,1,1
chariot,1,1
salmon,1,1
heart america,1,1
new blue,1,1
buy bolthouse,1,1
bolthouse ceo,1,1
meade county fair,1,1
nixon-kissinger,1,1
pollyanaish,1,1
gradual wimpification theory,1,1
petrodactyl,1,1
social programs,1,1
healthcaredon,1,1
rochester-based,1,1
reduce,1,1
american cars,1,1
the zone wars,1,1
nokid ney,1,1
get your own slave,1,1
anglican church,1,1
fourth un world conference,1,1
arab-trained,1,1
cairo-like,1,1
curious capitalist,1,1
unnamable,1,1
south seas,1,1
world toilet day,1,1
eckern thanksgiving,1,1
tony award-winning,1,1
tonka,1,1
spook,1,1
bizarro world don,1,1
ikar,1,1
case against same-sex marriage,1,1
best law you,1,1
mccain administration,1,1
home headquarters,1,1
american car show,1,1
finnish american football,1,1
the international jew,1,1
the crusader,1,1
cromwellian,1,1
non-conformists,1,1
papists,1,1
ron paul ' revolution,1,1
greek orthodox church,1,1
gucci-man,1,1
dali,1,1
moheshkhali,1,1
impartial juror,1,1
why bush will,1,1
iraqi nation,1,1
the politics of money,1,1
foreign relations committee,1,1
screw,1,1
chinese democraxy,1,1
constitutionally-guaranteed,1,1
pre-turkey day,1,1
birth pangs war,1,1
generous offer,1,1
alberto gonzales-michael mukasey,1,1
edomites,1,1
cathars,1,1
second war,1,1
harbour report,1,1
veteran 's day,1,1
shooter,1,1
super cub,1,1
gobble gate,1,1
fredonian,1,1
african american civil rights,1,1
jews after the war,1,1
titanic-size,1,1
obama-biden transition,1,1
barackcracy,1,1
usa sail,1,1
islamic ] revolution,1,1
russian ' akula,1,1
caribbean,1,1
nasa giss,1,1
washington week,1,1
building economic alternatives,1,1
education governor,1,1
salafi jihadist,1,1
judaeo-christian,1,1
obama-biden administration,1,1
comintern,1,1
rev wright youtube,1,1
comed,1,1
ex-terminator,1,1
cæsars,1,1
turkish industrialists,1,1
ecumenical peace institute,1,1
mid-civil war,1,1
oberoi,1,1
taj,1,1
haight,1,1
world war ii gi bill,1,1
paralympics games,1,1
rocky raccoon,1,1
your cheatin ' heart,1,1
team of rubins,1,1
arab american muslim,1,1
gulf war veterans ' illnesses,1,1
pakistan-bashing,1,1
kill-list,1,1
austo-hungarian empire,1,1
venezuelan youth symphony,1,1
tv coincidentally,1,1
por ahora,1,1
caracazo,1,1
head-to-head senate,1,1
deecan mujahedeen,1,1
plumber-type,1,1
obama cookie,1,1
cuban-held,1,1
batista-era,1,1
granma,1,1
aguirre,1,1
yes men,1,1
governors ' biotechnology partnership,1,1
havanese,1,1
cha cha,1,1
everyday people,1,1
good sixties,1,1
republican-spun,1,-1
indias,1,-1
goan catholic,1,-1
sophistry !,1,-1
essence,1,-1
pro-government ' herald,1,-1
archivist,1,-1
green-libertarian,1,-1
world beat e-zine,1,-1
jolly old elf,1,-1
hitchcock-like,1,-1
free dictionary our,1,-1
purpose-driven airmen,1,-1
pro family,1,-1
policy stupid !,1,-1
economy stupid !,1,-1
naked truth,1,-1
mumbaikar,1,-1
war within,1,-1
presidential task force,1,-1
wolfowitz-feith,1,-1
coats-robb,1,-1
navy-enforced,1,-1
indian-controlled,1,-1
depression are,1,-1
dakota safaris,1,-1
hillary should quit !,1,-1
no tolerance campaign,1,-1
chopra,1,-1
un-republican,1,-1
cutty,1,-1
democratic pirates,1,-1
mallika,1,-1
new humanity,1,-1
post-mumbai,1,-1
networked world this,1,-1
deputy assistant secretary-ship,1,-1
international idea,1,-1
gaulle-style,1,-1
indian-pakistani,1,-1
rebs,1,-1
academy award winning director,1,-1
reducing,1,-1
one-eyed,1,-1
unknown indian,1,-1
ny state senate,1,-1
vision youth,1,-1
big three ceos,1,-1
chopras,1,-1
gallup poll chopra,1,-1
mujahid,1,-1
world without,1,-1
post-westphalia,1,-1
nic,1,-1
talibans never,1,-1
war despite,1,-1
canadian christmas,1,-1
mexican christmas,1,-1
israeli shin bet,1,-1
seigelman,1,-1
' twinkie,1,-1
beltline,1,-1
justice and peace,1,-1
blumenthal,1,-1
cash room,1,-1
altered,1,-1
black mesa project,1,-1
not-so-cold war,1,-1
repustule,1,-1
western hemispheric,1,-1
islamist palestinian,1,-1
war even,1,-1
revolutionary guards,1,-1
hague invasion act,1,-1
leadership culture,1,-1
inside city hall,1,-1
descent into chaos,1,-1
see !,1,-1
post-nietzsche,1,-1
bubble hall of shame,1,-1
republican-lite democrats,1,-1
grijalva-led,1,-1
rubin-esque,1,-1
web of language,1,-1
democratic victory,1,-1
major speech before election day,1,-1
presidential experience,1,-1
call me,1,-1
southern-dominated,1,-1
gop rep,1,-1
u s-iraq,1,-1
bishop john-david schofield,1,-1
quasi-roman catholic,1,-1
polk county attorney,1,-1
aircraft,1,-1
ming,1,-1
encore careers summit,1,-1
atlantic-supported older,1,-1
first big mama,1,-1
big mom,1,-1
extended family !,1,-1
shinseki-like,1,-1
libel terrorism protection act,1,-1
transition tracker,1,-1
watergate-era congress,1,-1
new team,1,-1
transition blog,1,-1
tin cup,1,-1
last noel,1,-1
first look,1,-1
tracking santa,1,-1
indymac,1,-1
senator sucker,1,-1
grifter list,1,-1
governor grifter,1,-1
iraqi-led,1,-1
holc,1,-1
windy city,1,-1
doves,1,-1
lackey,1,-1
outfit,1,-1
chicago world 's fair,1,-1
second city,1,-1
resign you punk,1,-1
prop-8,1,-1
death of irony,1,-1
tax holding reparations act,1,-1
how obama won,1,-1
reclassify,1,-1
fourth picture,1,-1
hawsawi,1,-1
the military = ' god,1,-1
the valor rotc,1,-1
unocal,1,-1
international agreement,1,-1
capital grille,1,-1
south korean-owned,1,-1
cold war nostalgia,1,-1
constitutional amendment,1,-1
toyota prius,1,-1
inaugural week,1,-1
inauguration news,1,-1
celebrity senate seat,1,-1
caution under construction,1,-1
bush-brand,1,-1
ghandian,1,-1
let us now praise innocuous men,1,-1
shared vision,1,-1
blago-sphere,1,-1
neo-hooverian,1,-1
new evangelicalism,1,-1
spider,1,-1
biggest gang bang,1,-1
miss liberty,1,-1
race tax,1,-1
operation plunder dome,1,-1
bear protection act,1,-1
mr biden,1,-1
cubbies,1,-1
ion,1,-1
unprecedented winter sales event,1,-1
ol' blag,1,-1
latin-based,1,-1
germanic-based,1,-1
the eighteenth presidency,1,-1
red-nosed reindeer,1,-1
little drummer boy,1,-1
education secretary,1,-1
all now,1,-1
shame !,1,-1
canadian medicine,1,-1
nanny,1,-1
no frontiers,1,-1
western-backed anti-syrian,1,-1
electric car ?,1,-1
philly flyers,1,-1
gambinos,1,-1
civilian marksmanship program,1,-1
governor blagojevich,1,-1
us custody,1,-1
enormous failure,1,-1
avoid,1,-1
blagogate,1,-1
nixon-hater,1,-1
who could have known ?,1,-1
could have known,1,-1
golden gloves,1,-1
american veterans,1,-1
choice act,1,-1
signal corps back,1,-1
dari,1,-1
fuck your god,1,-1
guantánamo-orange,1,-1
please shut,1,-1
low road,1,-1
away from my window,1,-1
house rob okay,1,-1
shinseki,1,-1
shoe heard ' roud,1,-1
canyon,1,-1
sting ray,1,-1
malaria day dance,1,-1
colin conga line,1,-1
soulful step touch,1,-1
presidential inaugural committee,1,-1
combine,1,-1
corporate crime reporter,1,-1
blagejovich,1,-1
african american blacks,1,-1
moynihans,1,-1
honest ob ',1,-1
migratory bird treaty act,1,-1
shamwow,1,-1
heavyweight championship,1,-1
review conferences,1,-1
torture presidency,1,-1
presidential olympics,1,-1
technical seminar,1,-1
aids act,1,-1
local law enforcement hate crimes prevention act,1,-1
h2 clipper,1,-1
energy crises,1,-1
springbok,1,-1
afro-brazilian,1,-1
redwing,1,-1
papor,1,-1
mao-era,1,-1
your cynical power grab !,1,-1
african-american attorney general,1,-1
promoter,1,-1
new yorkers march against hate crimes,1,-1
jose sucuzhanay,1,-1
new job programs,1,-1
operation iron hammer,1,-1
juvey hall,1,-1
anti-soviet afghan war,1,-1
juneteenth,1,-1
navy secretary,1,-1
worst politician,1,-1
islamic conference,1,-1
feminazi,1,-1
big business ' buddy,1,-1
liars loans,1,-1
operation christmas child,1,-1
roman catholic bishops,1,-1
bullynaire,1,-1
half full glass,1,-1
commonwealths,1,-1
bush-mcconnell,1,-1
us customs ',1,-1
catskills,1,-1
bug up my ass !,1,-1
citigroups,1,-1
nfib,1,-1
kissinger mclarty associates,1,-1
central-american,1,-1
inaugeral,1,-1
i-a summit,1,-1
lulas,1,-1
bachelets,1,-1
progressive book club,1,-1
anti-warren,1,-1
inaugural invocation,1,-1
afghan-soviet war,1,-1
right of conscience,1,-1
posted  no democrats,1,-1
sun also rises,1,-1
prophet jeremiah-like,1,-1
glbtq american,1,-1
klue,1,-1
brown line,1,-1
madoff ponzi,1,-1
depression years,1,-1
syrian americans,1,-1
cajun navy,1,-1
klan-style,1,-1
your world today,1,-1
post-stonewall,1,-1
king-lincoln bronzville v,1,-1
bush legacy project,1,-1
muntader,1,-1
shoe program,1,-1
fordian,1,-1
shu program,1,-1
shu,1,-1
english-learning,1,-1
gogo,1,-1
topol,1,-1
city councilmen,1,-1
county legislators,1,-1
our overseas troops,1,-1
every senator,1,-1
ordinary americans,1,-1
trivial pursuit,1,-1
rod blagojevich,1,-1
elf incident,1,-1
inauguration !,1,-1
new african,1,-1
akinola-supported,1,-1
victims of homosexuality,1,-1
zaidi,1,-1
delicious-style,1,-1
fissile material cut-off treaty,1,-1
yale world fellows program,1,-1
bretton-woods,1,-1
about time,1,-1
once upon,1,-1
world war ii axis,1,-1
nativity project,1,-1
crèche test dummies,1,-1
gulf reconstruction,1,-1
western armani-wearing,1,-1
most overreported story,1,-1
political oblivion,1,-1
most underrated this,1,-1
most overrated,1,-1
resolution come,1,-1
remember,1,-1
politicocom,1,-1
book lover,1,-1
hypocrites,1,-1
ovarian cancer,1,-1
dysgerminoma cancer,1,-1
middle east-,1,-1
hispanic gop senator,1,-1
non-lakota,1,-1
todd county tribune,1,-1
star spanglish banner,1,-1
ten dollar obama bucks,1,-1
qassan,1,-1
play,1,-1
new center,1,-1
the pale,1,-1
constructive impatience,1,-1
a-list,1,-1
horsepucky,1,-1
america 's pastor,1,-1
appoint secretary of peace,1,-1
arab-israeli peace,1,-1
metallurgical,1,-1
physics division,1,-1
sandstone,1,-1
soviet h-bomb,1,-1
liberman-warner,1,-1
phased withdrawal,1,-1
predator lenders ' partner,1,-1
french new wave,1,-1
camus,1,-1
the gas tax,1,-1
fuel voucher program,1,-1
cigar aficionado,1,-1
linnaeus,1,-1
our gang comedy,1,-1
palacio,1,-1
israeli-sponsored,1,-1
ajc,1,-1
egyptian-arranged,1,-1
african american republican,1,-1
saddleback ranch,1,-1
council bluffs,1,-1
losing my way,1,-1
klavern,1,-1
aafes,1,-1
plastic,1,-1
the segway workers,1,-1
jeb bush paraguay pox,1,-1
bennett the,1,-1
dubai ports world our,1,-1
jersey girls,1,-1
the office,1,-1
whittington the republican majority,1,-1
mayberry machiavellis,1,-1
the hatch act,1,-1
reverse midas touch,1,-1
the knight-ridder,1,-1
help america vote,1,-1
maverick media,1,-1
orphan pride,1,-1
globetrotters,1,-1
mandela moment,1,1
black republicans,1,1
weird al,1,1
population control,1,1
blue dog ' democrats,1,1
paulson emergency,1,1
presidential transition act,1,1
hay-adams,1,1
texas-miracle,1,1
mission of pri,1,1
contracepted society,1,1
frequently asked questions,1,1
learn to earn,1,1
carvillesque,1,1
rotc-like,1,1
best places,1,1
american discontent,1,1
american independent movement,1,1
perot-style,1,1
choosing an independent president,1,1
drop dead gorgeous,1,1
so-american,1,1
illinois african american,1,1
mystic mesa,1,1
old mission cemetery,1,1
oath videos,1,1
causecast,1,1
cavalry division,1,1
new mexican grand jury,1,1
bu,1,1
clinton global inititiave,1,1
wear it proudly,1,1
diff,1,1
irfans,1,1
war relocation centers,1,1
eastern american,1,1
major avital leibovich,1,1
perfectly ' proportionate,1,1
snitch,1,1
stuart saves his family,1,1
obama-designed,1,1
kool-aid !,1,1
lorimerism,1,1
democratic legislator confesses,1,1
bathroom bob,1,1
brewing,1,1
operation just cause,1,1
assyrian empire,1,1
operation deliberate force,1,1
emerald isle,1,1
when ' disagreement,1,1
keds division,1,1
stride rite division,1,1
disney consumer products division,1,1
the watch list,1,1
flying while muslim,1,1
dawkins,1,1
middle east-is,1,1
qualifications,1,1
'86 world series,1,1
slippery when wet,1,1
referendum,1,1
bennet appoitment,1,1
pay-per-view,1,1
random president,1,1
url,1,1
drop out crisis,1,1
new president,1,1
lincoln-roosevelt league,1,1
brooklynite,1,1
pin the tail on the nay sayer,1,1
avian,1,1
alphabet soup,1,1
hoover-like,1,1
prez-elect,1,1
google bombing,1,1
let me in,1,1
beijng olympics,1,1
african nations cup,1,1
michigan-born,1,1
guys from government sachs,1,1
georgie is outta here !,1,1
diwali,1,1
dickensianly,1,1
rnc eight,1,1
robo-cops,1,1
term ' talk,1,1
best team,1,1
damman,1,1
joe-six,1,1
bulgari,1,1
bachelors,1,1
forced cell extractions,1,1
rusty pelican,1,1
tamarac,1,1
everest-sized,1,1
about fair trade,1,1
chinese-controlled,1,1
coming decade,1,1
s hedge,1,1
republican-authored,1,1
israeli-established,1,1
bottom five,1,1
human capital survey,1,1
googlers,1,1
george hw bushes,1,1
agent orange,1,1
the beverly hillbillies,1,1
musical,1,1
tel aviv-based,1,1
lull arrangement,1,1
seven eleven year twitch,1,1
right wing comedy festival,1,1
monkey shoe,1,1
dead baby show,1,1
graduate job panic,1,1
my brother !,1,1
second inaugural,1,1
thirteenth amendment,1,1
lincolnian,1,1
honest old abe,1,1
grow what works,1,1
big goals,1,1
us russian strategic arms reduction treaty,1,1
voter fraud felony,1,1
purposes,1,1
an act,1,1
military chaplain prayer,1,1
pay,1,1
kanawha,1,1
romish church,1,1
non-episcopalian,1,1
muskingum,1,1
american religious history week,1,1
post-zionist,1,1
members only,1,1
taskforce,1,1
derangement syndrome,1,1
anti-dog-eat-dog act,1,1
economic stabilization act,1,1
anti dog-eat-dog act,1,1
rearden metal,1,1
opportunity act,1,1
medicare-covered,1,1
quemetco,1,1
bamabus,1,1
international trade,1,1
nouveau poor ,1,1
christian-type,1,1
poor get poorer,1,1
formerly super-rich,1,1
boycott,1,1
senator pothole,1,1
one ii,1,1
